group,n_storeys,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
group_5s_16,5,5000.0,0.46140796390039407,0.6567780950322775,0.5427615841595521,0.5418554982344916,0.0006742787541927816,0.025969475099049764,0.4940566628191853,0.5017537839210058,0.517584694390117,0.5681870932181533,0.5883658069054524,0.596354274963691,0.2089578543773073,0.13766569055121236
group_5s_17,5,5000.0,0.5131270656059782,0.6877790607916388,0.5967641298791153,0.5958104589295209,0.0006390531548197065,0.025282029013073894,0.5486473680498968,0.5560605141003119,0.5715608255983325,0.6220038388145905,0.6390955761453546,0.6475751410448368,0.14218040720805214,0.04428532179293043
group_5s_18,5,5000.0,0.6504550486820743,0.8813528805517736,0.7608740534343673,0.7612769465444196,0.0010055237291647294,0.031713165627851744,0.697610505025128,0.707740068882892,0.7291343916972929,0.7924680063203438,0.8120983913798193,0.8218679212185834,-0.09533668243684729,-0.07861504501370709
group_5s_19,5,5000.0,0.543608928140396,0.728093756261696,0.6295820933181975,0.6287382785752758,0.0007417193530001668,0.027237248879897466,0.5783109111743866,0.5871607125038711,0.6026366875190733,0.6559708248251416,0.6766697739617127,0.6872160487130666,0.1936000816640564,0.12069700336492906
group_5s_20,5,5000.0,0.5567463862104693,0.7448778542802725,0.6449536064331706,0.6443660316651987,0.0007330953954500911,0.027078442419364947,0.5944182859835121,0.6025191682921628,0.6178597065662942,0.6718926483197556,0.6900139818112964,0.6996090836103538,0.13834290901620905,-0.05527510237629363
group_5s_21,5,5000.0,0.5928776387231611,0.8021750310436322,0.6922949770950764,0.6915985713377284,0.0009844412341067387,0.03137894456062993,0.6320146324842395,0.6425939370051511,0.66175556692854,0.7234869267251819,0.7458315383692892,0.7577664191242722,0.14925922691453586,0.06329320783722059
group_5s_22,5,5000.0,0.4261552423779265,0.5999431381196092,0.4893295192823081,0.48848533749266,0.00046099144502348367,0.021472858723417216,0.449645884769761,0.4554872875709314,0.4679462337422723,0.5105777544503101,0.5260823795859759,0.5331084040193268,0.19982921492169628,0.056195019363443066
group_5s_23,5,5000.0,0.5722695924007954,0.7693829867127926,0.6548058633900715,0.6530518546194124,0.0008716588200213336,0.02952682147910041,0.6014615677355002,0.6089129795006325,0.6261375766268388,0.6836648408593564,0.7060505204059179,0.7194770421593571,0.3563062116251777,0.21324339877806375
group_5s_24,5,5000.0,0.37729961965766773,0.5630224884707304,0.45134824766254095,0.45083078466876303,0.0004515178163877096,0.021251073808523483,0.41126241043208683,0.41764512941492815,0.4304740688202436,0.47200285006790854,0.4876000474381133,0.4957236671554488,0.20503075107851917,0.24384028708672423
group_5s_25,5,5000.0,0.5756960402306175,0.7319642518597919,0.6497205468525789,0.6490672699768157,0.0005181956681356182,0.02276618826244785,0.6077650147418315,0.6129560373512875,0.6271156560944944,0.6720598836554547,0.688278993236338,0.6954775693957914,0.16874622908993303,0.018150406004229236
