Group ID,RSN ID,Status
43,4022514,downloaded
43,4025877,downloaded
43,4025930,downloaded
43,4028205,downloaded
43,4031772,downloaded
43,4033469,downloaded
43,4034766,downloaded
43,4036691,downloaded
43,5002720,downloaded
43,6005547,downloaded
43,7002762,downloaded
43,7003348,downloaded
43,7005839,downloaded
43,7005961,downloaded
43,7006136,downloaded
43,7006154,downloaded
43,7006234,downloaded
43,7007055,downloaded
43,7010046,downloaded
43,7010260,downloaded
43,7010476,downloaded
43,7010480,downloaded
43,7010977,downloaded
43,7011527,downloaded
44,2000061,downloaded
44,4007220,downloaded
44,4007256,downloaded
44,4007391,downloaded
44,4007512,downloaded
44,4021848,downloaded
44,4027435,downloaded
44,4028292,downloaded
44,4038637,downloaded
44,6001137,downloaded
44,6001140,downloaded
44,6001702,downloaded
44,7001247,downloaded
44,7001493,downloaded
44,7005339,downloaded
44,7005349,downloaded
44,7006242,downloaded
44,7007003,downloaded
44,7007046,downloaded
44,7007054,downloaded
